Length,MW,Charge,ChargeDensity,pI,InstabilityInd,Aromaticity,AliphaticInd,BomanInd,HydrophRatio,CrossCorr,AutoCorr,MaxMoment,GlobalAvgDescValue,Slope,Intercept,Antiviral
18,2097.61,4.066,0.001938397,8.746582031,40.95,0.111111111,43.33333333,2.192222222,0.555555556,1.820577778,1.820577778,6.64E-17,-0.122222222,0.011327315,0.547221512,1
18,2104.65,5.066,0.002407051,9.249511719,65.36111111,0.055555556,59.44444444,2.819444444,0.555555556,2.113216667,2.113216667,0.123230553,-0.280555556,-0.012711517,0.826578359,1
17,2101.55,4.989,0.002373962,12.42285156,23.91176471,0.117647059,125.8823529,2.476470588,0.470588235,2.191841176,2.191841176,0.837029055,-0.173529412,-0.01117464,0.983375707,1
30,3169.78,2.063,0.000650834,8.120361328,36.76666667,0.1,65,0.451,0.5,0.861753333,0.861753333,0.047772829,0.179333333,0.005205008,0.148598108,1
18,1991.49,4.064,0.002040683,8.73046875,-4.705555556,0.055555556,65,1.867777778,0.5,1.798544444,1.798544444,0.063333333,-0.104444444,-0.002651529,0.617141022,1
18,2040.61,5.066,0.002482591,9.249511719,36.55,0,86.66666667,2.467777778,0.555555556,2.2381,2.2381,0.165555556,-0.206666667,0.029609273,0.431075949,1
18,1991.49,4.064,0.002040683,8.73046875,-4.705555556,0.055555556,65,1.867777778,0.5,1.798544444,1.798544444,0.063333333,-0.104444444,0.026757473,0.380047182,1
27,2697.2,4.028,0.001493401,10.76464844,-0.677777778,0.037037037,115.9259259,-0.023333333,0.407407407,0.833503704,0.833503704,0.309400247,0.216296296,-0.00437735,0.552908832,1
27,2674.16,3.986,0.001490562,10.76464844,7.025925926,0.037037037,112.2222222,0.051851852,0.407407407,0.849003704,0.849003704,0.319295486,0.207037037,0.000666696,0.474101187,1
20,2535.99,3.989,0.001572956,11.39013672,17.58,0.15,92.5,3.1165,0.4,2.041825,2.041825,0.765849555,-0.2915,-8.85E-05,0.850098107,1
20,2472,4.989,0.002018204,11.90429688,13.335,0.1,126.5,2.477,0.45,2.100945,2.100945,0.824888333,-0.1895,-0.009612104,0.99834137,1
20,2471.01,5.988,0.002423301,12.43359375,21.385,0.1,126.5,2.4135,0.45,2.10969,2.10969,0.825006662,-0.195,-0.009797171,1.000616611,1
18,2023.5,2.987,0.001476155,10.8359375,-28.25,0.166666667,135,-1.166111111,0.555555556,0.987738889,0.987738889,0.296838878,0.473888889,-0.004516815,0.484187844,1
30,3121.69,-0.936,-0.000299838,5.8203125,25.07666667,0.066666667,84.33333333,-0.107666667,0.5,0.559163333,0.559163333,0.067412015,0.299666667,0.006449308,0.113257488,1
30,3165.79,2.063,0.000651654,8.120361328,32.97666667,0.066666667,71.33333333,0.534,0.466666667,0.81536,0.81536,0.072133352,0.148,0.004367178,0.158541944,1
29,2915.37,0.066,2.26E-05,7.435546875,39.94827586,0.034482759,46.89655172,0.671034483,0.344827586,0.552934483,0.552934483,0.078426231,0.160344828,0.00189613,0.108719379,1
20,2185.52,-0.164,-7.50E-05,5.90625,11.8,0.2,73,-0.895,0.4,0.60603,0.60603,0.186176584,0.493,0.018108569,0.091065071,1
18,2341.94,10.986,0.004690983,13.81640625,-6.927777778,0.222222222,43.33333333,3.572777778,0.333333333,2.427377778,2.427377778,0.652409842,-0.577777778,0.034058821,0.4667451,1
18,2310.89,9.986,0.004321279,13.8125,-0.416666667,0.222222222,43.33333333,3.264444444,0.333333333,2.303177778,2.303177778,0.644901267,-0.487777778,0.03126521,0.529314724,1
28,2909.35,0.064,2.20E-05,7.434082031,68.26785714,0.107142857,38.21428571,0.496071429,0.428571429,0.443139286,0.443139286,0.131796979,0.188214286,0.00591128,0.106104769,1
17,1803.05,-2.163,-0.001199634,4.149902344,70.40588235,0,97.64705882,0.932941176,0.411764706,0.655035294,0.655035294,0.32525999,0.130588235,-0.032343167,0.667121684,1
12,1445.73,0.836,0.000578255,8.744140625,13.5,0.166666667,97.5,-0.345,0.333333333,0.735308333,0.735308333,0.420472847,0.314166667,-0.058581893,0.7964839,1
17,1947.22,-1.163,-0.000597262,4.451171875,38.31764706,0.117647059,80.58823529,0.495882353,0.352941176,0.628835294,0.628835294,0.28303876,0.204705882,-0.049406148,0.738195562,1
15,1747.03,-0.164,-9.39E-05,6.28125,42.09333333,0.133333333,84.66666667,0.228666667,0.333333333,0.650546667,0.650546667,0.360554543,0.24,-0.057009411,0.782474875,1
18,1913.42,4.066,0.002124991,8.746582031,4.727777778,0,75.55555556,1.684444444,0.555555556,1.820344444,1.820344444,6.36E-17,-0.074444444,0.012123348,0.506348665,1
18,2012.55,5.066,0.002517205,9.249511719,36.55,0,75.55555556,2.565555556,0.555555556,2.154766667,2.154766667,0.165555556,-0.24,0.039803076,0.336590865,1
31,3234.89,2.063,0.000637734,8.120361328,28.76129032,0.064516129,84.83870968,0.243548387,0.516129032,0.88976129,0.88976129,0.036591917,0.215483871,0.003470388,0.177306713,1
30,3024.57,-0.936,-0.000309465,5.75,36.81666667,0.066666667,90.66666667,-0.462,0.5,0.559636667,0.559636667,0.056002616,0.399666667,0.001008413,0.194896497,1
18,1991.49,4.064,0.002040683,8.73046875,-4.705555556,0.055555556,65,1.867777778,0.5,1.798544444,1.798544444,0.063333333,-0.104444444,0.023007976,0.418814679,1
6,873.02,2.031,0.002326407,12.84375,8.333333333,0.5,16.66666667,0.126666667,0.333333333,0.924433333,0.924433333,0.312819936,0.256666667,0,0,1
6,847.99,0.878,0.00103539,8.762695313,8.333333333,0.5,16.66666667,-1.011666667,0.5,0.56345,0.56345,0.07325379,0.555,0,0,1
6,828.99,1.877,0.002264201,10.04296875,8.333333333,0.333333333,16.66666667,0.41,0.333333333,0.69845,0.69845,0.303161188,0.105,0,0,1
6,866.05,1.877,0.002167311,10.04296875,8.333333333,0.5,0,0.106666667,0.5,1.005033333,1.005033333,0.273562075,0.266666667,0,0,1
6,775.93,1.877,0.002419033,10.04296875,-8.95,0.333333333,0,0.446666667,0.333333333,0.803433333,0.803433333,0.317529257,0.146666667,0,0,1
6,856.01,1.919,0.002241796,10.04296875,47.8,0.333333333,0,1.38,0.333333333,0.7917,0.7917,0.414366757,-1.85E-17,0,0,1
6,832.03,1.877,0.002255928,10.04296875,8.333333333,0.333333333,65,-0.216666667,0.5,1.0917,1.0917,0.269681774,0.3,0,0,1
6,875.06,2.877,0.003287775,11.40039063,8.333333333,0.333333333,0,3.09,0.333333333,1.8067,1.8067,0.717402689,-0.35,0,0,1
6,818.01,1.877,0.002294593,10.04296875,-5.816666667,0.333333333,48.33333333,-0.07,0.5,0.9667,0.9667,0.276990103,0.25,0,0,1
6,905.08,1.877,0.00207385,10.04296875,8.333333333,0.5,0,0.215,0.333333333,0.874383333,0.874383333,0.292127332,0.201666667,0,0,1
6,882.05,1.875,0.00212573,9.674804688,8.333333333,0.5,0,0.626666667,0.333333333,0.7763,0.7763,0.338393618,0.11,0,0,1
36,4523.9,-3.968,-0.000877119,4.21484375,55.46944444,0.111111111,65,2.928888889,0.222222222,0.883077778,0.883077778,0.211353647,-0.162222222,-0.005854412,0.485316748,1
16,1951.35,4.987,0.002555667,11.51904297,53.538125,0.125,55,2.77875,0.3125,1.64180625,1.64180625,0.344452259,-0.340625,0.001549218,0.443029853,1
30,3419.04,0.105,3.07E-05,7.452636719,26.78666667,0.1,68,0.854333333,0.433333333,0.726226667,0.726226667,0.054456725,0.089333333,0.006507671,0.158351218,1
30,3419.04,0.105,3.07E-05,7.452636719,15.02333333,0.1,68,0.854333333,0.433333333,0.751226667,0.751226667,0.064242591,0.099333333,0.006804479,0.162847635,1
12,1407.71,3.679,0.002613464,10.43261719,14.60833333,0.083333333,56.66666667,2.5675,0.333333333,1.458283333,1.458283333,0.543088404,-0.298333333,0.045921411,0.142151725,1
13,1554.89,3.679,0.002366084,10.43261719,14.25384615,0.153846154,52.30769231,2.140769231,0.384615385,1.456876923,1.456876923,0.55616462,-0.183076923,0.070719223,0.026428604,1
14,1702.06,3.679,0.002161498,10.43261719,13.95,0.214285714,48.57142857,1.775,0.428571429,1.455671429,1.455671429,0.574897119,-0.084285714,0.083902616,-0.03948836,1
10,1181.26,-0.012,-1.02E-05,6.8125,28.38,0.1,49,3.181,0.2,0.66055,0.66055,0.454696074,-0.289,-0.00472937,0.468128465,1
20,2161.54,-0.472,-0.000218363,5.6875,22.56,0.15,73,-0.656,0.5,0.56291,0.56291,0.262322309,0.406,0.013894414,0.089473078,1
20,2257.68,-0.318,-0.000140853,6.0546875,16.78,0.2,83,-0.289,0.6,0.86643,0.86643,0.212058203,0.394,-0.00255613,0.299382405,1
20,2239.71,0.682,0.000304504,8.094726563,26.41,0.2,83,-0.725,0.6,0.82665,0.82665,0.170546433,0.445,0.000654047,0.279824796,1
20,2162.67,0.682,0.000315351,8.094726563,24.2,0.15,107.5,-1.2445,0.65,0.80395,0.80395,0.236168771,0.51,0.003846676,0.254282275,1
20,2210.71,0.682,0.000308498,8.094726563,6.555,0.2,92.5,-1.2155,0.6,0.84903,0.84903,0.200512799,0.532,-0.000659829,0.273097623,1
20,2267.76,0.682,0.000300737,8.094726563,22.64,0.2,92.5,-0.8365,0.6,0.86793,0.86793,0.140788209,0.469,0.001469835,0.272695515,1
20,2120.59,0.682,0.000321609,8.094726563,2.31,0.15,92.5,-1.1135,0.55,0.78855,0.78855,0.236416079,0.496,0.004049228,0.255233674,1
20,2233.75,0.682,0.000305316,8.094726563,22.64,0.15,112,-0.9335,0.6,0.85643,0.85643,0.14578439,0.464,0.001359601,0.273056633,1
20,2206.68,-0.318,-0.000144108,6.140625,54.385,0.15,97.5,-0.77,0.55,0.80441,0.80441,0.149584217,0.435,0.004535872,0.240457761,1
40,4484.38,-1.317,-0.000293686,4.626953125,23.035,0.2,97.5,-0.855,0.55,0.872205,0.872205,0.028129273,0.4805,-6.24E-05,0.284837844,1
20,2246.7,-0.01,-4.45E-06,6.875,26.555,0.2,112,-0.993,0.55,0.966,0.966,0.100394859,0.536,0.011730057,0.124986037,1
20,2341.86,-0.318,-0.00013579,6.140625,60.84,0.2,78,-0.5815,0.6,0.85367,0.85367,0.097095012,0.418,0.012075034,0.181072239,1
20,2250.8,-0.318,-0.000141283,6.140625,54.385,0.15,97.5,-1.0575,0.6,0.82327,0.82327,0.148394318,0.476,0.007722837,0.188636192,1
20,2307.85,-0.318,-0.000137791,6.140625,70.47,0.15,97.5,-0.6785,0.6,0.84217,0.84217,0.101281758,0.413,0.011808665,0.180111833,1
20,2319.86,0.99,0.00042675,9.83984375,18.54,0.2,97.5,-0.801,0.55,0.99936,0.99936,0.140295088,0.432,-0.001388957,0.318202874,1
20,2258.73,-0.318,-0.000140787,6.140625,72.125,0.2,58.5,-0.5445,0.55,0.73839,0.73839,0.138927718,0.402,0.013069408,0.103550515,1
20,2311.71,-1.01,-0.000436906,4.322265625,51.21,0.2,83,0.062,0.55,0.90588,0.90588,0.151236793,0.36,0.001022539,0.255366674,1
20,2278.76,-0.01,-4.39E-06,6.875,44.755,0.2,97.5,-0.9085,0.55,0.88848,0.88848,0.144606802,0.498,0.002440018,0.239791332,1
20,2259.72,-0.01,-4.43E-06,6.875,70.47,0.15,102.5,-0.471,0.55,0.8921,0.8921,0.109438099,0.421,0.004007335,0.2435159,1
20,2216.69,-0.01,-4.51E-06,6.875,49,0.15,107.5,-0.8935,0.6,0.8434,0.8434,0.173229087,0.476,0.004977269,0.2152743,1
20,2302.79,0.99,0.000429913,9.83984375,59.4,0.15,92.5,-0.059,0.5,0.94788,0.94788,0.210924292,0.3,0.012859379,0.190585059,1
36,4426.87,-3.966,-0.000895893,4.21484375,77.21388889,0.111111111,100.2777778,1.965833333,0.305555556,0.864211111,0.864211111,0.153955755,-0.022222222,0.004199973,0.275598559,1
37,4424.26,6.988,0.001579473,11.43457031,30.58648649,0.054054054,110.5405405,2.895135135,0.351351351,1.846654054,1.846654054,0.560142788,-0.299459459,0.001572386,0.716950391,1
18,1992.42,1.032,0.000517963,10.7421875,12.45,0.055555556,125,-0.283333333,0.555555556,1.074788889,1.074788889,0.387137412,0.376666667,-0.057474179,0.927200799,1
12,1335.56,2.031,0.00152071,13.55078125,89.41666667,0.083333333,73.33333333,1.124166667,0.333333333,0.894583333,0.894583333,0.34265528,0.1,0.114148307,-0.299578681,1
10,1290.57,2.68,0.002076602,9.776367188,3.81,0.3,39,1.994,0.5,1.68726,1.68726,0.542365669,-0.072,0.195279099,-0.220848058,1
36,4418.73,-6.966,-0.001576471,3.880859375,61.13888889,0.055555556,86.66666667,3.184444444,0.25,0.920761111,0.920761111,0.332741383,-0.217222222,-0.0152328,0.654650062,1
38,4618.08,7.028,0.001521845,11.17260742,51.63157895,0.105263158,28.15789474,4.828421053,0.210526316,1.668436842,1.668436842,0.185715608,-0.625263158,-0.003013855,0.370634547,1
17,1993.95,-6.015,-0.003016625,2.977539063,16.76470588,0.176470588,62.94117647,3.358235294,0.294117647,0.660352941,0.660352941,0.211640649,-0.14,0.000625243,0.300274012,1
30,3203.86,2.217,0.000691978,8.28125,9.396666667,0.066666667,94,0.336666667,0.466666667,0.906406667,0.906406667,0.098405821,0.196666667,-0.000800606,0.246178586,1
36,4480.83,-4.967,-0.0011085,4.095458984,62.74166667,0.083333333,65,3.152222222,0.222222222,0.8624,0.8624,0.326515002,-0.215555556,-0.012563572,0.59921274,1
36,4481.78,-4.967,-0.001108265,4.095458984,62.74166667,0.083333333,54.16666667,3.473333333,0.194444444,0.845688889,0.845688889,0.274397846,-0.267777778,-0.011030432,0.564488523,1
36,4344.68,-3.968,-0.000913301,4.21484375,65.53055556,0.083333333,89.44444444,2.532777778,0.25,0.771219444,0.771219444,0.243112273,-0.136388889,0.000461694,0.345468784,1
36,4416.79,-3.968,-0.00089839,4.21484375,62.65,0.111111111,89.44444444,2.283611111,0.25,0.772544444,0.772544444,0.205057277,-0.092222222,0.000905848,0.335164165,1
20,2182.47,-0.164,-7.51E-05,5.90625,4.285,0.2,53.5,-0.4455,0.35,0.539045,0.539045,0.170196275,0.3925,0.018111361,0.058164428,1
27,3354.93,8.988,0.002679042,13.95703125,114.2222222,0.111111111,57.77777778,4.055925926,0.296296296,2.065159259,2.065159259,0.222537371,-0.485555556,-0.014162789,0.524635029,1
27,3386.99,8.834,0.002608216,12.80371094,126.2962963,0.111111111,54.07407407,4.075555556,0.296296296,2.054037037,2.054037037,0.219759144,-0.497777778,-0.015601734,0.536912668,1
20,2244.52,-0.317,-0.000141233,6.109375,4.24,0.05,68,2.391,0.3,1.102165,1.102165,0.294955356,-0.1105,-0.042297446,0.878644664,1
14,1703,1.68,0.000986494,8.888671875,19.33571429,0.214285714,48.57142857,1.865,0.428571429,1.334071429,1.334071429,0.512071158,-0.03,0.068347268,0.108813321,1
36,4522.92,-2.968,-0.000656213,4.382568359,55.46944444,0.111111111,65,2.893611111,0.222222222,0.887936111,0.887936111,0.21037414,-0.165277778,-0.004997303,0.484159543,1
37,4413.17,3.987,0.000903432,10.72070313,49.58378378,0.054054054,110.5405405,2.172162162,0.378378378,1.3753,1.3753,0.298241396,-0.165675676,-0.005904346,0.541504438,1
11,1403.79,2.987,0.002127811,11.46386719,49.03636364,0.090909091,177.2727273,0.530909091,0.545454545,1.691645455,1.691645455,0.619127605,0.151818182,0.024656225,0.665501676,1
33,3912.67,4.025,0.001028709,10.515625,81.79121212,0.121212121,118.1818182,1.063636364,0.393939394,1.355021212,1.355021212,0.262795111,0.074242424,-0.008362771,0.564842302,1
18,2159.64,6.372,0.002950492,11.42919922,62.13333333,0.111111111,53.88888889,3.652222222,0.444444444,2.425844444,2.425844444,0.359253209,-0.424444444,0.003452007,0.378677423,1
20,2196.56,0.682,0.000310485,8.096679688,17.84,0.1,87.5,0.331,0.4,0.834905,0.834905,0.196736815,0.2315,-0.022701029,0.429709771,1
20,2302.64,0.683,0.000296616,8.096679688,-6.83,0.05,87.5,2.559,0.35,1.481525,1.481525,0.321562696,-0.1325,-0.036769202,0.853534965,1
29,3445.06,4.025,0.00116834,10.515625,91.69344828,0.137931034,94.13793103,1.528275862,0.344827586,1.365972414,1.365972414,0.306629341,-0.010344828,0.004955648,0.300858701,1
37,4154.89,8.368,0.002014012,10.51855469,54.17567568,0.081081081,23.78378378,2.548648649,0.243243243,1.097091892,1.097091892,0.173079891,-0.354594595,-0.006578926,0.433944688,1
38,4137.91,2.063,0.000498561,8.119384766,25.47368421,0.026315789,56.31578947,1.612631579,0.342105263,0.878913158,0.878913158,0.128228147,-0.081842105,-0.003273779,0.399593177,1
32,3466.21,2.065,0.000595752,8.121582031,50.403125,0.03125,33.4375,1.4065625,0.4375,0.835484375,0.835484375,0.271098075,-0.0765625,0.000350526,0.319501052,1
21,2618.14,5.988,0.00228712,11.52050781,7.3,0.095238095,88.0952381,3.484285714,0.333333333,2.098595238,2.098595238,0.731946541,-0.434761905,0.018527194,0.641539988,1
36,4412.84,-3.966,-0.000898741,4.21484375,77.21388889,0.111111111,100.2777778,1.988888889,0.305555556,0.865041667,0.865041667,0.157532944,-0.025833333,0.003731089,0.292032189,1
12,1197.31,1.99,0.001662059,13.55078125,96.16666667,0,56.66666667,2.205,0.166666667,0.882308333,0.882308333,0.501518525,-0.105833333,0.08101946,0.030431138,1
18,1955.12,-0.126,-6.44E-05,7.072265625,26.42777778,0.111111111,75.55555556,1.276111111,0.277777778,0.465166667,0.465166667,0.14281451,0.137777778,-0.018944196,0.469822335,1
11,1393.6,1.68,0.001205511,8.888671875,21.88181818,0.272727273,0,3.188181818,0.363636364,1.4766,1.4766,0.626400596,-0.249090909,-0.017717787,0.81879907,1
13,1622.86,2.029,0.001250262,10.44140625,34.02307692,0.230769231,22.30769231,2.018461538,0.230769231,1.023115385,1.023115385,0.346882796,-0.068461538,0.058831247,0.132213528,1
37,3927.44,-0.935,-0.000238069,5.9453125,56.2027027,0.054054054,52.7027027,2.026486486,0.378378378,0.973032432,0.973032432,0.19928883,-0.061621622,-0.002276445,0.314168219,1
20,2219.62,-0.472,-0.000212649,5.6875,26.805,0.15,78,-0.5245,0.5,0.551515,0.551515,0.245136311,0.3795,-0.004879421,0.261151558,1
36,4400.79,-3.966,-0.000901202,4.21484375,65.00833333,0.111111111,89.44444444,2.196944444,0.277777778,0.810666667,0.810666667,0.161074447,-0.066111111,0.002558205,0.313988542,1
36,4477.8,-5.966,-0.001332351,4.002685547,63.54166667,0.083333333,75.83333333,3.085555556,0.222222222,0.882944444,0.882944444,0.355845238,-0.201666667,-0.016536866,0.687684047,1
27,2829.38,1.218,0.000430483,7.947753906,17.2037037,0.074074074,86.66666667,0.049259259,0.481481481,0.81097037,0.81097037,0.036099445,0.254814815,-0.010633915,0.384887835,1
36,4472.81,-4.967,-0.001110488,4.154052734,62.95555556,0.083333333,86.66666667,3.15,0.222222222,0.974897222,0.974897222,0.367242674,-0.233611111,-0.011048058,0.563792084,1
20,2329.67,-0.318,-0.0001365,5.921875,-5.19,0.15,82.5,0.741,0.35,0.88827,0.88827,0.219866731,0.19,-0.014829724,0.399164963,1
37,4218.8,-1.009,-0.000239168,4.794433594,29.98108108,0.162162162,87.83783784,0.520810811,0.540540541,0.922056757,0.922056757,0.390402918,0.194324324,-0.010731029,0.684179504,1
37,4564.2,-1.009,-0.000221068,5.018554688,55.92972973,0.162162162,71.62162162,1.816486486,0.378378378,1.086554054,1.086554054,0.563004853,-0.087837838,-0.007817985,0.742109218,1
35,4296.61,-6.008,-0.001398312,3.795166016,65.84,0.085714286,78,2.940285714,0.228571429,0.910111429,0.910111429,0.366176657,-0.180857143,-0.016868789,0.66694703,1
35,4376.7,-5.966,-0.001363127,4.002685547,69.36571429,0.085714286,78,3.100285714,0.228571429,0.9081,0.9081,0.366564615,-0.206,-0.017442453,0.690768245,1
36,4489.86,-5.966,-0.001328772,4.002685547,67.71666667,0.083333333,86.66666667,2.8775,0.25,0.916486111,0.916486111,0.369322439,-0.169722222,-0.015793274,0.670428364,1
36,4538.87,-3.968,-0.000874226,4.21484375,60.81944444,0.111111111,54.16666667,3.219444444,0.194444444,0.848702778,0.848702778,0.27324721,-0.224722222,-0.008214269,0.518820968,1
20,2354.7,-0.122,-5.18E-05,7.078125,11.8,0.25,73,-0.7315,0.4,0.634595,0.634595,0.184077896,0.4835,0.012522726,0.211115081,1
10,1277.57,2.411,0.001887176,8.517089844,13.8,0.2,0,1.646,0.4,0.58541,0.58541,0.295187146,-0.257,-0.019675464,0.411456009,1
17,2046.43,2.071,0.001012006,11.14453125,35.29411765,0.117647059,28.82352941,1.17,0.352941176,0.763,0.763,0.258081391,0.107058824,0.038000498,0.082957606,1
7,710.77,0.834,0.001173375,8.706054688,15.42857143,0.142857143,0,1.017142857,0.142857143,0.326842857,0.326842857,0.313081961,0.041428571,0,0,1
12,1524.88,2.985,0.001957531,10.62939453,45.78333333,0.166666667,138.3333333,0.7575,0.5,1.487508333,1.487508333,0.557846966,0.120833333,0.054801625,0.416422998,1
12,1506.84,2.985,0.001980967,10.62939453,45.78333333,0.166666667,170.8333333,0.543333333,0.5,1.554208333,1.554208333,0.588150497,0.159166667,0.039561022,0.542048903,1
12,1524.88,2.985,0.001957531,10.62939453,56.06666667,0.166666667,138.3333333,0.7575,0.5,1.425008333,1.425008333,0.522856485,0.095833333,0.022236035,0.548709647,1
12,1474.86,2.987,0.002025277,11.46386719,45.78333333,0.083333333,170.8333333,0.335833333,0.583333333,1.582708333,1.582708333,0.58343884,0.190833333,0.03985626,0.535778582,1
9,1211.53,1.986,0.00163925,10.203125,8.888888889,0.222222222,173.3333333,-0.143333333,0.555555556,1.5397,1.5397,0.597762293,0.312222222,0.016315297,0.6093077,1
12,1509.87,1.986,0.001315345,10.203125,65.51666667,0.166666667,170.8333333,-0.115,0.583333333,1.400841667,1.400841667,0.426028482,0.3375,-0.036187458,0.814736152,1
12,1523.94,2.985,0.001958739,10.62939453,9.166666667,0.166666667,170.8333333,-0.205833333,0.583333333,1.537641667,1.537641667,0.653908739,0.2775,0.059261115,0.462678619,1
12,1524.88,2.985,0.001957531,10.62939453,9.166666667,0.166666667,138.3333333,0.7575,0.5,1.425008333,1.425008333,0.539617106,0.095833333,0.025828608,0.602100796,1
12,1566.96,2.985,0.001904962,10.62939453,45.78333333,0.166666667,162.5,0.498333333,0.5,1.556308333,1.556308333,0.587856407,0.160833333,0.039083795,0.544661651,1
36,4434.89,-3.968,-0.000894723,4.21484375,68.45,0.138888889,100.2777778,1.725833333,0.305555556,0.809186111,0.809186111,0.234958898,0.016944444,-0.000310367,0.393850975,1
36,4448.91,-3.968,-0.000891904,4.21484375,60.29166667,0.138888889,100.2777778,1.695277778,0.305555556,0.812355556,0.812355556,0.242144373,0.015,0.001481704,0.365211349,1
36,4334.73,-3.968,-0.000915397,4.21484375,52.64444444,0.111111111,92.22222222,2.030833333,0.305555556,0.788097222,0.788097222,0.185819993,-0.0425,0.000995115,0.332862716,1
36,4371.79,-3.968,-0.000907637,4.21484375,51.35,0.138888889,89.44444444,1.980277778,0.333333333,0.839194444,0.839194444,0.188201689,-0.015555556,0.002206504,0.31890637,1
36,4334.73,-3.968,-0.000915397,4.21484375,65.53055556,0.111111111,92.22222222,2.030833333,0.305555556,0.788097222,0.788097222,0.194968099,-0.0425,0.001436032,0.327758881,1
36,4350.73,-3.968,-0.000912031,4.21484375,65.53055556,0.111111111,89.44444444,2.175555556,0.277777778,0.778319444,0.778319444,0.216252454,-0.064722222,0.0018333,0.32294762,1
36,4433.82,-3.968,-0.000894939,4.21484375,67.47777778,0.138888889,78.61111111,2.153055556,0.25,0.762433333,0.762433333,0.210991568,-0.064444444,0.000250986,0.342388962,1
36,4448.87,-2.969,-0.00066736,4.382568359,71.70555556,0.138888889,89.44444444,1.981111111,0.277777778,0.800502778,0.800502778,0.191402888,-0.040277778,0.001588379,0.327381612,1
36,4448.87,-2.969,-0.00066736,4.382568359,62.65,0.138888889,89.44444444,1.981111111,0.277777778,0.800502778,0.800502778,0.188347896,-0.040277778,0.001463211,0.328836606,1
36,4447.89,-1.969,-0.000442682,4.662597656,69.61111111,0.138888889,89.44444444,1.945833333,0.277777778,0.805361111,0.805361111,0.192014125,-0.043333333,0.001534195,0.325213587,1
36,4463.89,-3.968,-0.000888911,4.21484375,75.44444444,0.138888889,89.44444444,1.985833333,0.277777778,0.798813889,0.798813889,0.191396347,-0.039166667,0.001273759,0.332375366,1
36,4448.87,-2.969,-0.00066736,4.382568359,65.8,0.138888889,89.44444444,1.981111111,0.277777778,0.800502778,0.800502778,0.189338254,-0.040277778,0.001246163,0.332351898,1
36,4448.87,-2.969,-0.00066736,4.382568359,46.73888889,0.138888889,89.44444444,1.981111111,0.277777778,0.800502778,0.800502778,0.19299854,-0.040277778,0.001054923,0.337211179,1
36,4440.85,-4.01,-0.00090298,3.961425781,71.42777778,0.138888889,89.44444444,2.040833333,0.277777778,0.811269444,0.811269444,0.199929961,-0.049722222,0.000117413,0.358254298,1
36,4439.86,-3.01,-0.000677949,4.080078125,71.42777778,0.138888889,89.44444444,2.005555556,0.277777778,0.816127778,0.816127778,0.198232623,-0.052777778,0.000180776,0.358895408,1
34,3454.09,4.03,0.001166733,11.15673828,1.847058824,0.029411765,92.35294118,0.163235294,0.470588235,0.733514706,0.733514706,0.280935141,0.190882353,-0.007042075,0.523629633,1
21,2145.56,1.073,0.000500103,10.02539063,11.25238095,0.095238095,134.7619048,-1.244285714,0.666666667,0.8388,0.8388,0.354141056,0.54952381,0.00155198,0.380587886,1
25,2584.12,1.115,0.000431482,10.02539063,29.696,0,171.2,-1.0448,0.56,0.794832,0.794832,0.28651765,0.4856,-0.0016093,0.441410283,1
16,2032.4,6.877,0.003383684,12.79589844,135.54375,0,79.375,5.819375,0.3125,2.75264375,2.75264375,0.391669676,-0.824375,-0.039682713,0.906965107,1
11,1479.69,3.987,0.002694483,11.42773438,4.5,0.181818182,26.36363636,4.820909091,0.090909091,1.839881818,1.839881818,0.218121334,-0.695454545,0.074530746,-0.053024423,1
13,1608.08,4.988,0.003101836,13.57421875,-23.42307692,0.230769231,142.3076923,-0.156153846,0.615384615,1.9308,1.9308,0.785495312,0.244615385,0.065451356,0.459971291,1
22,2571.05,4.156,0.00161646,13.7109375,8.113636364,0.136363636,110.4545455,0.709545455,0.454545455,1.414827273,1.414827273,0.669759612,0.247272727,-0.001925916,0.763165129,1
19,2018.5,3.988,0.001975725,11.15673828,-13.35789474,0.105263158,128.4210526,-0.396842105,0.578947368,1.135078947,1.135078947,0.410014853,0.256315789,-0.024555829,0.822547029,1
13,1518.81,0.989,0.000651168,9.83984375,36.5,0.153846154,127.6923077,0.176153846,0.461538462,1.206992308,1.206992308,0.673006816,0.276153846,0.023845381,0.611611835,1
18,2039.65,5.029,0.002465619,13.140625,18.83333333,0.055555556,124.4444444,-0.440555556,0.555555556,1.116155556,1.116155556,0.437307129,0.223333333,-0.023220029,0.779571804,1
17,1992.2,-3.009,-0.001510391,3.424804688,78.99411765,0.117647059,125.8823529,1.221176471,0.470588235,1.014552941,1.014552941,0.637540565,0.208235294,-0.001237309,0.684973066,1
26,2846.48,5.988,0.002103651,13.71875,44.73076923,0.038461538,135,0.57,0.423076923,1.384726923,1.384726923,0.358969882,0.112692308,-0.002326256,0.463428078,1
13,1518.81,0.989,0.000651168,9.83984375,10.98461538,0.153846154,127.6923077,0.176153846,0.461538462,1.206992308,1.206992308,0.612246301,0.276153846,0.004835546,0.666517506,1
21,2318.79,2.988,0.001288603,10.98681641,2.804761905,0.095238095,111.4285714,0.123333333,0.428571429,1.048433333,1.048433333,0.332696495,0.235714286,-0.007383264,0.611923631,1
